,Unnamed: 0,School,Cases,County,State,Date
2965,2965,Brigham Young University,188,Provo,Utah,09-10-2020
2966,2966,Dixie State University,15,St. George,Utah,09-10-2020
2967,2967,Snow College,2,Ephraim,Utah,09-10-2020
2968,2968,Southern Utah University,1,Cedar City,Utah,09-10-2020
2969,2969,University of Utah,188,Salt Lake City,Utah,09-10-2020
2970,2970,Utah State University,29,Logan,Utah,09-10-2020
2971,2971,Utah Valley University,1,Orem,Utah,09-10-2020
2972,2972,Weber State University,35,Ogden,Utah,09-10-2020
2973,2973,Westminster College,6,Salt Lake City,Utah,09-10-2020
2974,2974,Bennington College,1,Bennington,Vermont,09-10-2020
2975,2975,Castleton University,2,Castleton,Vermont,09-10-2020
2976,2976,Landmark College,1,Putney,Vermont,09-10-2020
2977,2977,Middlebury College,2,Middlebury,Vermont,09-10-2020
2978,2978,Norwich University,4,Northfield,Vermont,09-10-2020
2979,2979,University of Vermont,7,Burlington,Vermont,09-10-2020
2980,2980,Vermont Technical College,1,Randolph,Vermont,09-10-2020
2981,2981,University of the Virgin Islands,3,Charlotte Amalie,Virgin Islands,09-10-2020
2982,2982,Averett University,2,Danville,Virginia,09-10-2020
2983,2983,Bluefield College,28,Bluefield,Virginia,09-10-2020
2984,2984,Bridgewater College,2,Bridgewater,Virginia,09-10-2020
2985,2985,Christopher Newport University,4,Newport News,Virginia,09-10-2020
2986,2986,Danville Community College,4,Danville,Virginia,09-10-2020
2987,2987,Eastern Mennonite University,4,Harrisonburg,Virginia,09-10-2020
2988,2988,Eastern Virginia Medical School*,31,Norfolk,Virginia,09-10-2020
2989,2989,Ferrum College,3,Ferrum,Virginia,09-10-2020
2990,2990,George Mason University,10,Fairfax,Virginia,09-10-2020
2991,2991,Hampden-Sydney College,5,Hampden-Sydney,Virginia,09-10-2020
2992,2992,Hollins University,1,Roanoke,Virginia,09-10-2020
2993,2993,James Madison University,208,Harrisonburg,Virginia,09-10-2020
2994,2994,Longwood University,3,Farmville,Virginia,09-10-2020
2995,2995,Mary Baldwin University,1,Staunton,Virginia,09-10-2020
2996,2996,Marymount University,4,Arlington,Virginia,09-10-2020
2997,2997,Norfolk State University,2,Norfolk,Virginia,09-10-2020
2998,2998,Radford University,293,Radford,Virginia,09-10-2020
2999,2999,Roanoke College,36,Salem,Virginia,09-10-2020
3000,3000,Shenandoah University,15,Winchester,Virginia,09-10-2020
3001,3001,Southern Virginia University,2,Buena Vista,Virginia,09-10-2020
3002,3002,Sweet Briar College,7,Sweet Briar,Virginia,09-10-2020
3003,3003,University of Lynchburg,61,Lynchburg,Virginia,09-10-2020
3004,3004,University of Mary Washington,2,Fredericksburg,Virginia,09-10-2020
3005,3005,University of Richmond,9,Richmond,Virginia,09-10-2020
3006,3006,University of Virginia,119,Charlottesville,Virginia,09-10-2020
3007,3007,University of Virginia's College at Wise,2,Wise,Virginia,09-10-2020
3008,3008,Virginia Commonwealth University,122,Richmond,Virginia,09-10-2020
3009,3009,Virginia Highlands Community College,1,Abingdon,Virginia,09-10-2020
3010,3010,Virginia Military Institute,7,Lexington,Virginia,09-10-2020
3011,3011,Virginia Tech,178,Blacksburg,Virginia,09-10-2020
3012,3012,Virginia Union University,3,Richmond,Virginia,09-10-2020
3013,3013,Washington and Lee University,3,Lexington,Virginia,09-10-2020
3014,3014,William & Mary,2,Williamsburg,Virginia,09-10-2020
3015,3015,Centralia College,3,Centralia,Washington,09-10-2020
3016,3016,Clark College,1,Vancouver,Washington,09-10-2020
3017,3017,Clover Park Technical College,1,Lakewood,Washington,09-10-2020
3018,3018,Columbia Basin College,3,Pasco,Washington,09-10-2020
3019,3019,Eastern Washington University,14,Cheney,Washington,09-10-2020
3020,3020,Edmonds College,8,Lynnwood,Washington,09-10-2020
3021,3021,Gonzaga University,1,Spokane,Washington,09-10-2020
3022,3022,Green River College,3,Auburn,Washington,09-10-2020
3023,3023,Highline College,2,Des Moines,Washington,09-10-2020
3024,3024,Lake Washington Institute of Technology,1,Kirkland,Washington,09-10-2020
3025,3025,Lower Columbia College,1,Longview,Washington,09-10-2020
3026,3026,Northwest Indian College,2,Bellingham,Washington,09-10-2020
3027,3027,Olympic College,1,Bremerton,Washington,09-10-2020
3028,3028,Pierce College Fort Steilacoom,1,Lakewood,Washington,09-10-2020
3029,3029,Renton Technical College,2,Renton,Washington,09-10-2020
3030,3030,Seattle Central College,2,Seattle,Washington,09-10-2020
3031,3031,Seattle Pacific University,1,Seattle,Washington,09-10-2020
3032,3032,Seattle University,3,Seattle,Washington,09-10-2020
3033,3033,South Seattle College,1,Seattle,Washington,09-10-2020
3034,3034,Spokane Community College,5,Spokane,Washington,09-10-2020
3035,3035,Spokane Falls Community College,1,Spokane,Washington,09-10-2020
3036,3036,University of Puget Sound,9,Tacoma,Washington,09-10-2020
3037,3037,University of Washington,283,Seattle,Washington,09-10-2020
3038,3038,University of Washington Bothell,5,Bothell,Washington,09-10-2020
3039,3039,University of Washington Tacoma,10,Tacoma,Washington,09-10-2020
3040,3040,Washington State University,263,Pullman,Washington,09-10-2020
3041,3041,Wenatchee Valley College,2,Wenatchee,Washington,09-10-2020
3042,3042,Western Washington University,2,Bellingham,Washington,09-10-2020
3043,3043,Whatcom Community College,6,Bellingham,Washington,09-10-2020
3044,3044,Whitman College,2,Walla Walla,Washington,09-10-2020
3045,3045,American University,5,Washington,"Washington, D.C.",09-10-2020
3046,3046,Gallaudet University,1,Washington,"Washington, D.C.",09-10-2020
3047,3047,George Washington University,1,Washington,"Washington, D.C.",09-10-2020
3048,3048,Georgetown University,98,Washington,"Washington, D.C.",09-10-2020
3049,3049,University of the District of Columbia,1,Washington,"Washington, D.C.",09-10-2020
3050,3050,Concord University,9,Athens,West Virginia,09-10-2020
3051,3051,Davis & Elkins College,7,Elkins,West Virginia,09-10-2020
3052,3052,Fairmont State University,5,Fairmont,West Virginia,09-10-2020
3053,3053,Marshall University,55,Huntington,West Virginia,09-10-2020
3054,3054,Potomac State College of West Virginia University,2,Keyser,West Virginia,09-10-2020
3055,3055,Shepherd University,12,Shepherdstown,West Virginia,09-10-2020
3056,3056,University of Charleston,14,Charleston,West Virginia,09-10-2020
3057,3057,West Liberty University,3,West Liberty,West Virginia,09-10-2020
3058,3058,West Virginia State University,23,Institute,West Virginia,09-10-2020
3059,3059,West Virginia University,219,Morgantown,West Virginia,09-10-2020
3060,3060,West Virginia University Institute of Technology,2,Montgomery,West Virginia,09-10-2020
3061,3061,Wheeling University,2,Wheeling,West Virginia,09-10-2020
3062,3062,Carroll University,7,Waukesha,Wisconsin,09-10-2020
3063,3063,Edgewood College,12,Madison,Wisconsin,09-10-2020
3064,3064,Lakeland University,13,Plymouth,Wisconsin,09-10-2020
3065,3065,Marian University,16,Fond Du Lac,Wisconsin,09-10-2020
3066,3066,Marquette University,128,Milwaukee,Wisconsin,09-10-2020
3067,3067,Ripon College,2,Ripon,Wisconsin,09-10-2020
3068,3068,Saint Norbert College,3,De Pere,Wisconsin,09-10-2020
3069,3069,University of Wisconsin-Madison,145,Madison,Wisconsin,09-10-2020
3070,3070,University of Wisconsin-Milwaukee,58,Milwaukee,Wisconsin,09-10-2020
3071,3071,University of Wisconsin-Parkside,1,Somers,Wisconsin,09-10-2020
3072,3072,University of Wisconsin-Whitewater,18,Whitewater,Wisconsin,09-10-2020
3073,3073,Eastern Wyoming College,1,Torrington,Wyoming,09-10-2020
3074,3074,University of Wyoming,50,Laramie,Wyoming,09-10-2020
